"An error occurred while saving your page.";"Une erreur est survenue lors de la sauvegarde de votre page."
"In case the password and/or user identification is forgotten, the User must follow the procedures to reset them on the authentication page of the website www.tigerappcreator.com.";"En cas d'oubli du mot de passe et/ou de l'identifiant, l'Utilisateur devra suivre les procédures de leur réinitialisation sur la page d'authentification du site www.tigerappcreator.com."
"4.7. When a User subscribes to and defines the Service, the Company must necessarily submit it to the mobile application access providers (""Access Providers"") to have it validated by them. The User is informed that the Access Providers can deny that the Service be released for reasons of the content of the Software defined by the User.  The User agrees to take any necessary measures to render the Service compatible with the prerequisites of the Access Providers. In case the online release of the Service is refused for reasons attributable to the Company, the latter must do the necessary to make the Service comply with the recommendations of the Access Providers. In any case, once the Service has been modified, if the Access Providers maintain their refusal to release the Service online, the contract will be terminated ipso jure with no further formality than the notice to the User that the Access Providers have refused to release the Service online. The aforementioned notice can be made by any means. If the refusal to release the Service online is the exclusive consequence of the User's action, and in particular for reasons of his refusal to modify the Service in accordance with the demands of the Access Providers, the amounts that were paid before the refusal occurred will be kept by the Company as a penalty clause. In the other cases, the amounts paid by the User under the terms of the Contract will be entirely refunded to him.";"4.7. Lorsque le Service est souscrit et défini par l'Utilisateur, la Société doit nécessairement le soumettre aux fournisseurs d'accès d'applications mobiles (« Fournisseurs d'accès ») aux fins de validation par ces derniers. Le Client est informé que les Fournisseurs d'accès peuvent refuser, en raison du contenu du Logiciel définit par le Client, d'autoriser la mise en ligne du Service. Le Client s'engage à prendre toutes les mesures nécessaires afin de rendre le Service compatible avec les pré-requis des Fournisseurs d'accès. Au cas où la mise en ligne du Service serait refusée pour des raisons imputables à la Société, cette dernière fera le nécessaire pour rendre le Service conforme selon les préconisations des Fournisseurs d'accès. En tout état de cause, au cas où, après avoir modifié le Service, les Fournisseurs d'accès maintiennent leur refus de mettre en ligne le Service, le Contrat sera de plein droit résilié sans autre formalité que la communication au Client du refus des Fournisseurs d'accès de mettre en ligne le Service. Ladite notification peut être faite par tout moyen. Si le refus de mettre en ligne le Service est la conséquence exclusive du fait du Client, notamment en raison de son refus de modifier le Service conformément aux demandes des Fournisseurs d'accès, les sommes versées préalablement au refus seront conservées par la Société, à titre de clause pénale. Dans les autres cas les sommes versées par le Client au titre du Contrat lui seront intégralement restituées."
"As soon as the Service is validated by the Access Providers, the Company will inform the User of the release of the Service, by electronic mail and as soon as possible.";"Dès que le Service est validé par les Fournisseurs d'accès, la Société informe par courriel le Client dans les plus brefs délais de la mise en ligne du Service."
"Article 5.- Service functionalities";"Article 5.- Fonctionnalités du Service"
"The Service enables the User to establish customer loyalty and product promotion systems.";"Le Service permet à l'Utilisateur de mettre en place des dispositifs de fidélisation de sa clientèle et de promotion de ses produits."
"The service enables the Clients of the User to do the following, in an unlimited way, from their mobile phones: ";"Le Service permet, à titre non limitatif, aux Clients de l'Utilisateur à partir de leur téléphone mobile :"
"to use a dematerialized customer loyalty card on his mobile phone;";"de disposer d'une carte de fidélité dématérialisée sur son mobile ;"
"to access discount offers;";"d'accéder à des offres de réductions ;"
"to keep up with news of the User;";"de suivre l'actualité de l'Utilisateur ;"
"to receive promotional or other types of messages from the User in push mode;";"de recevoir de l'Utilisateur des messages promotionnels ou autres en mode push ;"
"to participate in social games organized by the User;";"de participer à des jeux sociaux organisés par l'Utilisateur ;"
"to view the User' products;";"de visualiser les produits de l'Utilisateur ;"
"to quickly geolocalize the User's premises.";"de géo-localiser rapidement l'Utilisateur."
"The service enables Users to do the following, from the site www.tigerappcreator.com:";"Le Service permet, à titre non limitatif, à l'Utilisateur à partir du site www.tigerappcreator.com :"
"to create mobile applications for devices equipped with the IOS and Android operating systems;";"de créer des applications mobiles pour les terminaux disposant de systèmes d'exploitation IOS et Android ;"
"to create mobile sites for devices equipped with a web browser;";"de créer des sites mobiles pour les terminaux disposant d'un navigateur web ;"
"to choose among the Service visuals offered and developed by XTRABALL, and to adapt the chosen visual to his business;";"de choisir parmi les visuels du Service, proposés et développés par XTRABALL, et ainsi l'adapter à son commerce ;"
"to target Clients in order to offer them special rebates;";"de cibler ses Clients afin de leurs faire bénéficier d'offres de réductions spéciales ;"
"to launch social games;";"de lancer des jeux sociaux ;"
"to manage several points of sale;";"de gérer plusieurs points de vente ;"
"to manage and update the Service and Client information;";"de gérer, de mettre à jour le Service et les informations des Clients ;"
"to access promotional elements related to his Service (A3 posters, POSA, etc.)";"de disposer des éléments de promotion de son Service (affiche A3, PLV…)"
"These lists are not exhaustive and are subject to be developed according to the needs of the market, Users and Clients as identified by XTRABALL.";"Ces listes ne sont pas exhaustives et sont susceptibles d'évoluer selon les besoins du marché, des Utilisateurs et des Clients identifiés par XTRABALL."
"Article 6.- Service management";"Article 6.- Gestion du Service"
"Upon his subscription to the Service on the site www.tigerappcreator.com, the User chooses the functionalities of the Service that he wishes to use, and his ergonomics.";"L'Utilisateur choisit au moment de sa souscription au Service sur le site www.tigerappcreator.com, les fonctionnalités du Service qu'il désire mettre en place et son ergonomie."
"At any time, he may modify, delete or update the functionalities, by accessing the site www.tigerappcreator.com with his access codes. The functionalities are subject to change at any time, which the User accepts.";"Il peut à tout moment modifier, supprimer les fonctionnalités et les mettre à jour en accédant au site www.tigerappcreator.com avec ses codes d'accès. Les fonctionnalités peuvent à tout moment évoluer ce que l'Utilisateur accepte."
"Article 7.- Conditions of Service provision";"Article 7.- Conditions de fourniture du Service"
"7.1. XTRABALL agrees to do everything possible to allow access to the site www.tigerappcreator.com and to the Service, 24 hours a day and 7 days a week. However, XTRABALL cannot guarantee the aforementioned access in case of an act of God, system failures or maintenance interventions that are necessary to the functioning of the aforementioned site and Service; any of these can occur without warning and give no right to compensation.";"7.1. XTRABALL s'engage à mettre tout en œuvre pour permettre l'accès au site www.tigerappcreator.com et au Service 24 heures sur 24, 7 jours sur 7. Néanmoins XTRABALL ne peut garantir le dit accès en cas de force majeure, de pannes ou d'interventions de maintenance nécessaires au bon fonctionnement des dits site et Service, le tout sans préavis et sans aucun droit à indemnité."
"7.2. The User subscribed to the Service because it offers the particular functionalities adapted to his needs. XTRABALL is mindful to adapt its Service to the continuing needs of its Users and their Clients, and will complete, extend and modify the Service, whether regarding its content, functionalities or appearance, in order to fulfill the aforementioned demands.  In the same way as mentioned above, the interruption of the Service following the aforementioned modifications will occur without warning and will give the User no right to compensation.";"7.2. L'Utilisateur a souscrit au Service notamment en ce qu'il offre des fonctionnalités adaptées à ses besoins. XTRABALL soucieux d'adapter son Service aux besoins constants des Utilisateurs et de leurs Clients complètera, étendra, modifiera, le Service que ce soit dans son contenu, ses fonctionnalités, et son apparence afin de répondre aux dites exigences. De la même façon que ce qui a été dit précédemment l'interruption du Service consécutive aux dites modifications s'effectueront sans préavis ni aucun droit à indemnité dû à l'Utilisateur."
"Article.- 8 Intellectual property and personal data";"Article.- 8 Propriété intellectuelle et données personnelles"
"8.1. The General Conditions and the use of the Service does not convey to the User the property of any of the elements of the site www.tigerappcreator.com or of the Service made available to the User under the terms of the present agreement.";"8.1. Les Conditions Générales et l'utilisation du Service ne transfère à l'Utilisateur aucun droit de propriété sur l'un quelconque des éléments du site www.tigerappcreator.com et du Service mis à la disposition de l'Utilisateur au titre des présentes."
"8.2. The content included or accessible on and/or through the site www.tigerappcreator.com and the Service, and in particular any text, graphics, logos, names, brands, descriptions, tabs, functionalities, images, sounds, data, photographs, visuals, and any other equipment or software remain the exclusive property of XTRABALL or of its partners, and are protected by the rights of intellectual property and subject to the laws and regulations applicable to these rights. The content of the site www.tigerappcreator.com and of the Service cannot, and must not under any circumstances be downloaded, copied, altered, modified, deleted, distributed, transmitted, broadcast, sold, rented, granted or exploited, fully or partially, in any way whatsoever, without the express, written agreement of XTRABALL.";"8.2. Le contenu inclus ou accessible sur et/ou grâce au site www.tigerappcreator.com et le Service, notamment tout texte, graphiques, logos, noms, marques, désignations, onglets, fonctionnalités, images, sons, données, photographies, graphiques, et tout autre matériel ou logiciel est de la propriété exclusive de XTRABALL ou de ses partenaires et sont protégés par le droit de propriété intellectuelle et est soumis aux lois et réglementations applicables en la matière. Le contenu du site www.tigerappcreator.com et du Service ne peut et ne doit en aucun cas être téléchargé, copié, altéré, modifié, supprimé, distribué, transmis, diffusé, vendu, loué, concédé ou exploité, en tout ou en partie, de quelque manière que ce soit, sans l'accord express et écrit de XTRABALL."
"8.3. XTRABALL grants the User the right to personal, non-exclusive, non-transferable use, purely for his own needs, under the conditions of the present agreement. This right is consented during the duration of utilization of the Service, and will conclude with its termination.";"8.3. XTRABALL concède à l'Utilisateur un droit d'usage personnel, non exclusif et non transférable pour ses seuls besoins propres dans les conditions des présentes. Ce droit est consenti pour la durée d'utilisation du Service et cessera à son terme."
"Article 9.- User's personal data ";"Article 9.- Données personnelles des Utilisateurs"
"9.1. The data of the Users and the data collected during the use of the Service is hosted by XTRABALL or its subcontractors. This data is necessary for the access and use of the Service.";"9.1. Les données des Utilisateurs et celles collectées au cours de l'utilisation du Service sont hébergées par XTRABALL ou ses sous-traitants. Elles sont nécessaires à l'accès et à l'utilisation du Service."
"9.2. Any request for the correction or deletion of data thus collected must be made by registered letter with return receipt requested, addressed to XTRABALL 28 rue Jean Chaptal 31400 Toulouse France, or by electronic mail to serviceclients@tigerappcreator.com.";"9.2. Toute demande de rectification ou de suppression des données ainsi collectées devront être demandées par courrier recommandée avec demande d'avis de réception adressé à XTRABALL 28 rue Jean Chaptal 31400 Toulouse France ou par courriel à serviceclients@tigerappcreator.com."
"9.3. XTRABALL cannot be held responsible for the use of User or Client data by any person who has had access to it through no fault of its own.";"9.3. XTRABALL ne saurait être responsable de l'utilisation des données de l'Utilisateur ou des Clients par toute personne qui y aurait eu accès sans faute de sa part."
"The User agrees to respect the legal standards (in particular the provisions of the law n°78-17 of January 6, 1978 called the ""Data protection and civil liberties law,"" modified by law n° 2 004-801 of August 6, 2004) establishing the framework for the communication of personal information of its Clients and any other person involved in the Service, and the use of this information, in particular concerning information of a directly or indirectly personal character. In view of the above, the Client agrees:";"L'Utilisateur s'engage à respecter les normes juridiques (notamment le respect des dispositions de la loi n°78-17 du 6 janvier 1978 dite loi «Informatique et Liberté »modifiée par la loi n° 2 004-801 du 6 août 2004) encadrant la communication d'informations personnelles de ses Clients et de toute autre personne dans le cadre du Service, ainsi que leur utilisation, notamment pour ce qui concerne celles ayant un caractère directement ou indirectement personnel. Au regard de ce qui précède, le Client reconnaît :"
"(a) that XTRABALL, as operator, cannot be held responsible in the case of the User's use of this information to other ends than those foreseen, admitted or tolerated by the regulations regarding data processing, files and civil liberties, as well as associated regulations;";"(a) que la responsabilité de XTRABALL, en sa qualité d'exploitant, ne pourra être recherchée en cas d'utilisation par l'Utilisateur de ces informations à d'autres fins que celles prévues, admises ou tolérées par les réglementations relatives à l'informatique, aux fichiers et aux libertés et autres réglementations associées ;"
"(b) that the User will be held responsible for damages owed to XTRABALL, in the case where the obligations defined by the abovementioned regulations are not respected by the User: in this case, the User agrees to defend and compensate XTRABALL against any threat, proceedings or claims by third parties, legal or otherwise, with regard to the information transmitted and its use by the User.";"(b) qu'il sera responsable des dommages causés à XTRABALL, dans le cas où les obligations définies par les réglementations susvisées ne seraient pas respectées par l'Utilisateur, ce dernier s'engageant à défendre et indemniser, dans ce cadre, XTRABALL contre toutes actions ou menaces d'actions ou revendications de tiers, qu'elles soient judiciaires ou non, concernant les informations transmises ainsi que leur utilisation par l'Utilisateur."
"In addition to this, in accordance with the stipulations of the present article, the User agrees to carry out the administrative declarations and procedures necessary and relevant to the regulations mentioned in the present article, for the information under his responsibility.";"Au surplus, conformément aux stipulations du présent article, l'Utilisateur s'engage à effectuer les déclarations et démarches administratives nécessaires et afférentes aux réglementations visées au présent article, pour les données dont il a la responsabilité."
"The information gathered during the use of the Service is intended for the User, to whom its exploitation is exclusively reserved.";"Les informations recueillies au cours de l'utilisation du Service sont à destination de l'Utilisateur qui se réserve un droit exclusif d'exploitation."
"Article 10.- User obligations";"Article 10.- Obligations de l'utilisateur"
"10.1. The User agrees:";"10.1. L'Utilisateur s'engage :"
"- (a) to use the Service in accordance with the stipulations of the General Conditions and/or any specific instructions transmitted by XTRABALL and uniquely for his own needs;";"- (a) à faire un usage du Service, en conformité avec les stipulations des Conditions Générales et/ou de toutes instructions spécifiques communiquées par XTRABALL et pour ses seuls besoins propres ;"
"- (b) to not use or authorize a third party to use the Service in order to transmit or receive elements or data of any kind, in breach of the laws and regulations in force, which would present a threatening, shocking or defamatory character or be contrary to public order and moral standards, or which would undermine confidentiality agreements, breach property rights, or undermine the rights of third parties;";"- (b) à ne pas utiliser ou autoriser à un tiers à utiliser le Service pour transmettre ou recevoir des éléments ou des données de quelque nature que ce soit, en violation des lois et règlements en vigueur, qui présenteraient un caractère menaçant, choquant, diffamatoire, contraire à l'ordre public ou aux bonnes mœurs, ou porteraient atteinte à des engagements de confidentialité, violeraient des droits de propriété ou porteraient atteinte aux droits de tiers ;"
"- (c) to not transmit, whether intentionally or neglectfully, any element via the Service which could cause or could possibly cause damage of any type to the data processing systems of XTRABALL or to other Internet users;";"- (c) à ne pas transmettre en connaissance de cause ou par négligence tout élément via le Service qui causerait ou serait susceptible de causer un dommage de quelque que nature que ce soit aux systèmes informatiques de XTRABALL ou à d'autres utilisateurs de l'Internet ;"
"- (d) to not insert links from his Service towards other websites without obtaining the express written authorization of XTRABALL.";"- (d) à ne pas poser de liens de son Service vers d'autres sites internet sans en demander l'autorisation écrite et expresse à XTRABALL."
"10.2. The User agrees to cooperate with XTRABALL, and in particular to transmit the scope and nature of his needs, any information specifically concerning his organization, the specific hindrances that might affect the provision of the Service and its technical and data processing environment, and more generally any information that might allow or promote the provision of the Service.";"10.2. L'Utilisateur s'engage à collaborer avec XTRABALL, notamment en lui communiquant l'étendue et la nature de ses besoins, toutes informations concernant en particulier son organisation, les contraintes particulières éventuelles susceptibles d'avoir une incidence sur la fourniture du Service son environnement technique et informatique notamment ainsi que plus généralement toute informations susceptible de permettre ou de faciliter la fourniture du Service."
"10.3. In the case of modification of the User's data, the User agrees to immediately inform or confirm this to XTRABALL, in writing, so that XTRABALL can update the data.";"10.3. En cas de modification des données de l'Utilisateur, ce dernier s'engage à en informer ou à confirmer par écrit et sans délai XTRABALL afin que ce dernier puisse les mettre à jour."
"10.4. The User declares acceptance of the characteristics and limitations of Internet, and acknowledges in particular:";"10.4. L'Utilisateur déclare accepter les caractéristiques et les limites d'Internet, et en particulier reconnait :"
"- (a) using standard equipment and software and qualified personnel to enable the Service to function correctly;";"- (a) disposer du matériel et des logiciels conformes et du personnel qualifié pour le bon fonctionnement du Service ;"
"- (b) understanding the nature of the Internet, and in particular its technical performance limits and the response times implied in consulting, inquiring or transmitting information;";"- (b) avoir connaissance de la nature du réseau Internet, et en particulier de ses performances techniques et des temps de réponse pour consulter, interroger ou transférer des informations ;"
"- (c) that it is his responsibility to take every suitable measure to protect his own data and/or software from contamination by any potential virus spreading on the Internet.";"- (c) qu'il lui appartient de prendre toutes les mesures appropriées de façon à protéger ses propres données et/ou logiciels de la contamination par des éventuels virus circulant sur le réseau Internet."
"10.5. The User agrees:";"10.5. L'Utilisateur s'engage :"
"- (a) to regularly back up all the files or the installation of the software to which he has access;";"- (a) à sauvegarder régulièrement tous les fichiers ou installations de logiciels auxquels il a accès ;"
"- (b) to take the suitable measures to back up this data before modifying the Service, having understood and acknowledged that no copy of the User's data is made to the server.";"- (b) à prendre les mesures appropriées pour sauvegarder ses informations avant de modifier le Service, étant entendu et accepté qu'aucune copie des informations et données de l'Utilisateur ne sont effectuées sur le serveur."
"10.6. The User agrees not to cause harm to the image of XTRABALL, either by the nature or through the promotion of his Service.";"10.6. L'Utilisateur s‘engage à ne pas porter préjudice à l'image de XTRABALL ni par la nature ni par la promotion de son Service."
"10.7. The User is responsible for the content and data supplied, edited or stocked on the Service. In this context, XTRABALL is under no obligation to inspect the content of the Service edited by the User, and consequently has no responsibility to this effect. The User irrevocably agrees to guarantee XTRABALL against any claim that might be brought against it in a court of law and to settle the potential expenses, fees and/or fines that it could be held liable for. The User agrees to immediately carry out any necessary modifications requested by XTRABALL related to the aforementioned claims. ";"10.7. L'Utilisateur est responsable du contenu et des informations fournies, éditées, ou stockées sur le Service. XTRABALL n'a dans ce cadre aucune obligation d'inspecter le contenu du Service édité par l'Utilisateur et n'a dès lors aucune responsabilité à ce titre. L'Utilisateur s'engage irrévocablement à garantir XTRABALL contre toute réclamation qui serait portée devant un tribunal et à en régler les éventuels frais, honoraires et/ou condamnations qui seraient mis à sa charge. L'Utilisateur s'engage sans délai à effectuer à la demande de XTRABALL les modifications nécessaires qui seraient liées aux dites réclamations."
"Article 11.- Invoicing – bank information";"Article 11.- Facturation – données bancaires"
"11.1. The User acknowledges that his invoice will be sent to him via electronic mail or directly via the account of the site www.tigerappcreator.com. The invoice will be considered valid without the signature of XTRABALL.";"11.1. L'Utilisateur accepte que leur facture leur soit transmise par courriel ou directement sur le compte du site www.tigerappcreator.com. Celle-ci sera réputée valable sans signature de la part d'XTRABALL."
"11.2. The User is bound to settle the amounts due in exchange for the Use of the Service as they appear upon his subscription and renewals.";"11.2. L'Utilisateur est tenu de régler les sommes dues au titre de l'Utilisation du Service telles qu'elles figurent au moment de sa souscription et de ses renouvellements."
"11.3. The User is bound to keep his bank information updated.";"11.3. L'Utilisateur est tenu de tenir ses informations bancaires à jour."
"Article 12.- Access restrictions";"Article 12.- Restrictions d'accès"
"In the case where the User breaches the General Conditions, his access to the Service will immediately be suspended, following the notification by electronic mail to the address indicated by the User, notwithstanding potential damages and interests that XTRABALL could demand of the User.";"En cas de manquement de l'Utilisateur aux Conditions Générales l'accès au Service sera immédiatement suspendu, après l'envoi d'un courriel à l'adresse indiqué par l'Utilisateur, et ce sans préjudice des éventuels dommages et intérêts que XTRABALL pourraient demander à l'encontre de l'Utilisateur."
"Article 13.- Responsibility";"Article 13.- Responsabilité"
"13.1. XTRABALL agrees to do its best to ensure the necessary means to provide the Service.";"13.1. XTRABALL s'engage à mettre en œuvre les moyens nécessaires à la fourniture régulière du Service."
"13.2. XTRABALL can only be held liable for issues attributed to its own fault, under the provisions established by the General Conditions. In this context, XTRABALL only answers for the direct, personal and certain harm caused by its own failing, expressly excluding the compensation of any indirect damages and/or harm. The Parties expressly agree that the damages not resulting directly and exclusively from the failure on the part of XTRABALL to carry out a contractual obligation, and in particular business losses, operating losses, data losses, turnover losses, profit losses, client losses, the loss of anticipated savings, lost earnings or increases in general expenses, will be considered indirect damages. ";"13.2. La responsabilité de XTRABALL ne peut être engagée que pour une faute établie à son encontre, sous les réserves émises par les Conditions Générales. Dans ce cadre, XTRABALL ne répond que des seuls dommages directs, personnels et certains liés à la défaillance en cause, à l'exclusion expresse de la réparation de tous dommages et/ou préjudices indirects. Il est expressément convenu entre les Parties que sont considérés comme des dommages indirects, les dommages ne résultant pas directement et exclusivement de l'inexécution par XTRABALL d'une obligation contractuelle et notamment le préjudice commercial, les pertes d'exploitation, les pertes de données, la perte de chiffre d'affaires, de profit, de clientèle ou d'économies escomptées, le manque à gagner ainsi que les augmentations de frais généraux."
"XTRABALL cannot be held liable under the terms of the present contract, except within the limit of an amount of damages and interests not exceeding the amount paid over the course of the year preceding the observation of the liability of XTRABALL, the damage and the causal link between them.";"La responsabilité de XTRABALL ne pourra être engagée, au titre des présentes, que dans la limite d'un montant de dommages-intérêts ne pouvant excéder les sommes versées au cours de l'année précédant la constatation de la responsabilité de XTRABALL, du préjudice et du lien de causalité entre eux."
"13.3. XTRABALL cannot be held liable in the Following cases:";"13.3. La responsabilité de XTRABALL ne pourra pas être engagée dans les cas Suivants :"
"- (a) Service failures resulting from issues not under its control;";"- (a) défaillances du Service résultant de faits indépendants de sa volonté ;"
"- b) failure of the User to meet the contractual obligations;";"- b) manquement de l'Utilisateur aux obligations contractuelles ;"
"- (c) non-respect of the recommendations made by XTRABALL;";"- (c) non-respect des recommandations de XTRABALL ;"
"- (d) interruption of the Service due to a maintenance operation, whether planned or not;";"- (d) interruption de Service due à une opération de maintenance programmée ou non ;"
"- (e) modification, suspension or interruption of the Service ;";"- (e) modification, suspension ou interruption du Service ;"
"- (f) acts of God;";"- (f) cas de force majeure ;"
"- (g) intervention by an unauthorized third party;";"- (g) intervention d'un tiers non autorisé ;"
"- h) potential abuses or safeguarding of passwords, confidential codes and more generally any information of a delicate nature for the User;";"- (h) des détournements éventuels ainsi que de la conservation des mots de passe, codes confidentiels et plus généralement de toute information à caractère sensible pour l'Utilisateur ;"
"- (i) reliability of data transmission, access times, potential access restrictions or interruptions on specific Internet access networks and/or servers connected to the Internet which are not under the responsibility of XTRABALL;";"- (i) de la fiabilité de la transmission des données, des temps d'accès, des éventuelles restrictions ou interruptions d'accès sur les réseaux d'accès à Internet et/ou serveurs spécifiques connectés au réseau Internet dont XTRABALL n'a pas la responsabilité ;"
"- (j) ill-intentioned intrusions by third parties into the XTRABALL data processing system;";"- (j) des intrusions malveillantes de tiers dans le système informatique de XTRABALL ;"
"- (k) for the User's loss of data or for unauthorized access to the User's information by a third party;";"- (k) pour perte de données de l'Utilisateur ou pour accès non-autorisé aux informations de l'utilisateur par des tiers ;"
"- (l) for the effects of the User's activity and its results, even if the Service promoted this activity;";"- (l) en raison des activités de l'Utilisateur et de leurs suites, peu importe que le Service en ait facilité leur exercice ;"
"13.4. The User guarantees XTRABALL against any claim or legal proceeding brought by a third party against XTRABALL resulting from a use of the Service not in accordance with the agreement, and will compensate XTRABALL for the consequences of any claim or legal proceeding brought against XTRABALL or for any liability incurred by XTRABALL resulting from a third party or a Client in this way.";"13.4. L'Utilisateur garantit XTRABALL contre toute action, procédure judiciaire ou autre intentée par un tiers contre XTRABALL du fait d'une utilisation non conforme du Service et indemnisera XTRABALL des conséquences de toute action, procédure judiciaire diligentée contre XTRABALL ou de toute responsabilité encourue par XTRABALL du fait d'un tiers ou d'un Client, à ce titre."
"Article 14.- Assignment";"Article 14.- Cession"
"The General Conditions cannot be the subject of a total or partial assignment by the User except with the prior written permission of XTRABALL.";"Les Conditions Générales ne pourront faire l'objet d'une cession totale ou partielle par l'Utilisateur sauf accord préalable et écrit de XTRABALL."
"XTRABALL can freely assign all or part of the subscription to the service by the User.";"XTRABALL peut librement céder tout ou partie de la souscription au Service par l'Utilisateur."
"Article 15.- References";"Article 15.- Référencement"
"XTRABALL has the right to use the User's trade name, his logo(s) and/or other distinctive signs, brand, service brands and other trade descriptions as references within the context of its communication media.";"XTRABALL pourra faire état du nom commercial de l'Utilisateur, de son(ses) logo(s) et/ou signes distinctifs, de sa marque, de ses marques de services et autres désignations commerciales de l'Utilisateur à titre de référence dans le cadre de ses supports de communication."
"Article 16.- Agreement on evidence";"Article 16.- Convention de preuve"
"The Parties agree to consider messages received by fax or electronic mail, and more generally electronic documents exchanged between them, as being originals as defined by the article 1316-1 of the Civil code, which is to say that these documents have the same value as those given to an original. The Parties agree to archive faxes or electronic messages in such a way as to constitute accurate, durable copies as defined by the article1348 of the Civil code. The Parties expressly agree that in case of a contradiction between, on the one hand, the written information in paper form exchanged via conventional postal delivery services, and on the other hand, faxes or electronic messages exchanged by via electronic means or otherwise, only the written information in paper form exchanged via conventional postal delivery services will be considered valid.";"Les Parties conviennent de considérer les messages reçus par télécopie ou par voie électronique et plus généralement les documents électroniques échangés entre elles, comme des écrits d'origine au sens de l'article 1316-1 du Code civil c'est à dire auront la même valeur que celle accordée à l'original. Les parties conviennent de conserver les télécopies ou des écrits électroniques de telle manière qu'elles puissent constituer des copies fidèles et durables au sens de l'article 1348 du code civil. Il est expressément convenu entre les Parties qu'en cas de contradiction entre des écrits sous forme papier échangés par voie postale d'une part et, d'autre part des télécopies ou des écrits électroniques échangés par voie électronique ou non, seuls les écrits sous forme papier échangés par voie postale feront foi."
"Article 17.- Confidentiality";"Article 17.- Confidentialité"
"17.1. The information, content and form pertaining to methods, procedures, technical processes, databases and designs, including the respective files of the Parties and all other information exchanged between the Parties, are considered strictly confidential and will be hereafter referred to as ""Confidential Information.""";"17.1. Les informations, contenu, et forme relatifs aux méthodes, procédures, procédés techniques, bases de données, dessins, y compris les fichiers respectifs des Parties ou toutes autres informations qui seront transmises par les Parties entre elles seront considérées comme strictement confidentielles et sont désignées par la suite : l'(les) « Information(s) Confidentielle(s) »."
"Each of the Parties agrees to use the Confidential Information that he receives exclusively for the needs of executing the Service. Each of the Parties will abstain from exploiting on its own behalf, directly or indirectly, the Confidential Information received from the other Party.";"Chacune des Parties s'engage à n'utiliser les Informations Confidentielles qu'elle recevra, que pour les besoins nécessaires à la mise en œuvre du Service. Chacune des Parties s'interdit d'exploiter pour son compte, directement ou indirectement, les Informations Confidentielles, reçues de l'autre Partie."
"17.2. In any case, and in the case where one of the Parties has access to information pertaining to the other Party that is not considered confidential, the first Party agrees not to make use of it in a way that could harm the second Party.";"17.2. En tout état de cause, et dans l'hypothèse où l'une des Parties disposerait d'une information non confidentielle relative à l'autre Partie, elle s'engage à ne pas en faire un usage susceptible de nuire à la Partie concernée."
"17.3. This obligation will continue for a period of two (2) years after the termination, for any reason whatsoever, of the subscription to the Service.";"17.3. Cette obligation se poursuivra pendant une période de deux (2) ans après la cessation, pour quelque cause que ce soit, de la souscription au Service."
"17.4. In the case of an infringement to the obligations of the present agreement, the Party that initially divulged the Confidential Information can cancel ipso jure the General Conditions and its consequences without being subject to damages and interests that the wrongful Party might demand.";"17.4. En cas de contravention aux obligations des présentes la Partie ayant divulgué initialement l'Information Confidentielle pourra résilier de plein droit les Conditions Générales et ses suites sans préjudice de dommages et intérêts qu'elle pourra réclamer à la Partie défaillante."
"17.5. The confidentiality of the exchanges between the Parties and the authentication of the User is ensured by the assignment and use of confidential codes (user identification and passwords) and by the encoding of the information exchanged between the User's terminal and the XTRABALL server according to SSLV2 standards.";"17.5. La confidentialité des échanges entre les parties et l'authentification de l'Utilisateur est assurée par l'attribution et l'utilisation des codes confidentiels (identifiants et mots de passe) et par le cryptage à la norme SSLV2 des informations échangées entre le terminal de l'Utilisateur et le serveur de XTRABALL."
"The communication protocols used are those in effect on the Internet.";"Les protocoles de communication utilisés sont ceux en usage sur Internet."
"Article 18.- Cancellation";"Article 18.- Résiliation"
"In case of a failure on the part of one of the Parties to respect the obligations stated in the General Conditions, the Party who is the victim of this failure can exercise his right to cancel the Service without being subject to paying damages and interests to the other Party, after having formally notified the other Party of the requirement to find a solution within fifteen (15) calendar days following the reception of the registered letter with acknowledgement of receipt.";"En cas de défaillance de l'une des Parties aux obligations issues du Conditions Générales, la Partie victime de la défaillance pourra, après l'avoir mis en demeure d'y remédier dans un délai de quinze (15) jours calendaires suivant réception de la lettre recommandée avec accusé de réception, se prévaloir de la résiliation du Service, sans préjudice du versement de dommages intérêts à son profit."
"Article 19.- General provisions";"Article 19.- Dispositions générales"
"19.1. The General Conditions are the only conditions applicable in the context of the execution of the Service, to the exclusion of any agreement, parley or other condition, except in the case of a specific agreement between XTRABALL and the User. XTRABALL reserves the right to modify the General Conditions at any time.  In case of modification, the applicable General Conditions will be those in effect upon the subscription to all or part of the Service.";"19.1. Les Conditions Générales sont les seules applicables dans le cadre de l'exécution du Service à l'exclusion de tous accords, pourparlers et autres conditions, sauf accord particulier entre XTRABALL et l'Utilisateur. XTRABALL se réserve le droit de modifier les Conditions Générales à tout moment. En cas de modification, les Conditions Générales applicables seront les conditions en vigueur au moment de la souscription à tout ou partie du Service."
"19.2. The User cannot claim the right to any anterior stipulation whatsoever of his own general and/or particular conditions, business correspondences and/or propositions on the same subject as the General Conditions.";"19.2. L'Utilisateur ne peut, se prévaloir d'une quelconque stipulation de ses propres conditions générales et/ou particulières, des correspondances et/ou des propositions commerciales antérieures relatives au même objet que les Conditions Générales."
